"SRO ID", "@when", "@notBefore", "@notAfter", "Date"
"SRO4106", "1599-04-02", "", "", "2. Aprilis"
"SRO4107", "1599-04-02", "", "", "2. Aprilis"
"SRO4108", "1599-04-02", "", "", "2. Aprilis"
"SRO4109", "1599-04-11", "", "", "11 Aprilis 1599"
"SRO4110", "1599-04-14", "", "", "14. Aprilis"
"SRO4111", "1599-04-14", "", "", "14. Aprilis"
"SRO4112", "1599-04-17", "", "", "17 Aprilis"
"SRO4113", "1599-04-17", "", "", "17 Aprilis"
"SRO4114", "1599-04-19", "", "", "19 Aprilis 1599"
"SRO4115", "1599-04-20", "", "", "20 Aprilis"
"SRO4116", "1599-04-25", "", "", "/ 25to Aprilis"
"SRO4117", "1599-04-26", "", "", "26. Aprilis 1599"
"SRO4118", "1599-05-07", "", "", "7 Maij"
"SRO4119", "1599-05-07", "", "", "7 Maij"
"SRO4120", "1599-05-09", "", "", "9 Maij"
"SRO4121", "1599-05-14", "", "", "14 maij"
"SRO4122", "1599-05-16", "", "", "16 maij"
"SRO4123", "1599-05-22", "", "", "22 maij 1599"
"SRO4124", "1599-05-24", "", "", "24 maij"
"SRO4125", "1599-06-25", "", "", "25 Junij"
"SRO4126", "1599-06-28", "", "", "28. Junij"
"SRO4127", "1599-07", "", "", "vltimo Julij 1599"
"SRO4128", "1599-08-06", "", "", "6. Augusti"
"SRO4129", "1599-08-13", "", "", "13 August"
"SRO4130", "1599-08-28", "", "", "28. Augusti"
"SRO4131", "1599-09-03", "", "", "3 Septembris 1599"
"SRO4132", "1599-09-03", "", "", "3 Septembris 1599"
"SRO4133", "1599-09-06", "", "", "6 AugustiSeptembris"
"SRO4134", "1599-09-07", "", "", "7. Septembris"
"SRO4135", "1598-10-01", "", "", "1. Octobris"
"SRO4136", "1599-10-01", "", "", "1. Octobris"
"SRO4137", "1599-10-01", "", "", "1. Octobris"
"SRO4138", "1599-10-01", "", "", "1. Octobris"
"SRO4139", "1599-10-05", "", "", "5to octobris 1599"
"SRO4140", "1599-10-05", "", "", "5to octobris 1599"
"SRO4141", "1599-10-08", "", "", "8 octobris"
"SRO4142", "1599-10-08", "", "", "8 octobris"
"SRO4143", "1599-10-08", "", "", "8 octobris"
"SRO4144", "1599-10-10", "", "", "10 octobris 1599"
"SRO4145", "1599-10-15", "", "", "15 octobris"
"SRO4146", "1599-10-29", "", "", "29 octobris"
"SRO4147", "1599-10-29", "", "", "29 octobris"
"SRO4148", "1599-10", "", "", "vltimo Octobris 1599"
"SRO4149", "1599-11-06", "", "", "6. novembris"
"SRO4150", "1599-11-10", "", "", "10 novembris"
"SRO4151", "1599-11-15", "", "", "15 novembris"
"SRO4152", "1599-11-17", "", "", "17 novembris"
"SRO4153", "1599-11-17", "", "", "17 novembris"
"SRO4154", "1599-11-17", "", "", "17 novembris"
"SRO4155", "1599-11-22", "", "", "22 novembris 1599"
"SRO4156", "1599-11-26", "", "", "26. novembris"
"SRO4157", "1599-12-04", "", "", "4 Decembris"
"SRO4158", "1599-12-04", "", "", "4 Decembris"
"SRO4159", "1599-12-05", "", "", "5to Decembris"
"SRO4160", "1599-12-07", "", "", "7 Decembris 1599"
"SRO4161", "1599-12-08", "", "", "8. NovembrisDecembris"
"SRO4162", "1599-12-11", "", "", "11 Decembris"
"SRO4163", "1599-12-11", "", "", "11 Decembris"
"SRO4164", "1599-12-13", "", "", "13 Decembris"
"SRO4165", "1599-12-24", "", "", "24 decembris 1599"
"SRO4166", "1599-12-24", "", "", "24 decembris 1599"
"SRO4167", "1599-12-25", "", "", "25 Decembris"
"SRO4168", "1600-01-03", "", "", "3. Januarij 1600"
"SRO4169", "1600-01-03", "", "", "3. Januarij 1600"
"SRO4170", "1600-01-10", "", "", "10 Januarij"
"SRO4171", "1600-01-12", "", "", "12 Januarij 1600"
"SRO4172", "1600-01-18", "", "", "18 Januarij"
"SRO4173", "1600-01-21", "", "", "21. Januarij"
"SRO4174", "1600-01-22", "", "", "22. Januarij 1600"
"SRO4175", "1600-02-07", "", "", "7. februarij"
"SRO4176", "1600-02-09", "", "", "9 februarij"
"SRO4177", "1600-02-17", "", "", "17 februarij"
"SRO4178", "1600-02-19", "", "", "19. februarij"
"SRO4179", "1600-02-23", "", "", "23 februarij 1600"
"SRO4180", "1600-02-20", "", "", "20 februarij"
"SRO4181", "1600-02-22", "", "", "22 februarij"
"SRO4182", "1600-02-22", "", "", "22 februarij"
"SRO4183", "1600-02-25", "", "", "25to februarij"
"SRO4184", "1600-03-01", "", "", "j martij"
"SRO4185", "1600-03-01", "", "", "j martij"
"SRO4186", "1600-03-03", "", "", "3 marcij 1600"
"SRO4187", "1600-03-03", "", "", "3 marcij 1600"
"SRO4188", "1600-03-03", "", "", "3 marcij 1600"
"SRO4189", "1600-03-03", "", "", "3 marcij 1600"
"SRO4190", "1600-03-04", "", "", "4 marcij"
"SRO4191", "1600-03-08", "", "", "8 marcij"
"SRO4192", "1600-03-11", "", "", "11 Martij"
"SRO4193", "1600-03-17", "", "", "17 marcij 1600"
"SRO4194", "1600-03-17", "", "", "17 marcij 1600"
"SRO4195", "1600-03-17", "", "", "17 marcij 1600"
"SRO4196", "1600-03-20", "", "", "20 marcij"
"SRO4197", "1600-03-20", "", "", "20 marcij"
"SRO4198", "1600-03-28", "", "", "28 marcij"
"SRO4199", "1600-03-28", "", "", "28 marcij"
"SRO4200", "1600-03-31", "", "", "vltimo marcij"
"SRO4201", "1600-03-31", "", "", "vltimo marcij"
"SRO4202", "1600-03-31", "", "", "vltimo marcij"
"SRO4203", "1600-04-08", "", "", "8 Aprilis 1600"
"SRO4204", "1600-04-14", "", "", "14:to Aprilis"
"SRO4205", "1600-04-15", "", "", "15to Aprilis"
"SRO4206", "", "1600-04-15", "1600-04-28", "15–28 April 1600"
"SRO4207", "", "1600-04-15", "1600-04-28", "15–28 April 1600"
"SRO4208", "1600-04-18", "", "", "18 Aprilis"
"SRO4209", "1600-04-22", "", "", "22 Aprilis 1600"
"SRO4210", "1600-04-26", "", "", "26 Aprilis"
"SRO4211", "1600-04-26", "", "", "26 Aprilis"
"SRO4212", "1600-04-26", "", "", "26 Aprilis"
"SRO4213", "1600-04-28", "", "", "28. aprilis"
"SRO4214", "1600-05-10", "", "", "10 maij"
"SRO4215", "1600-05-20", "", "", "20 maij 1600"
"SRO4216", "1600-05-20", "", "", "20 maij 1600"
"SRO4217", "1600-05-27", "", "", "27. maij"
"SRO4218", "1600-05-29", "", "", "29 maij"
"SRO4219", "1600-05-29", "", "", "29 maij"
"SRO4220", "1600-05-29", "", "", "29 maij"
"SRO4221", "1600-05-31", "", "", "31 Maij"
"SRO4222", "1600-06-04", "", "", "4to Junij"
"SRO4223", "1600-06-05", "", "", "5to Junij 1600"
"SRO4224", "1600-06-09", "", "", "9 Junij"
"SRO4225", "1600-06-10", "", "", "10 Junij"
"SRO4226", "1600-06-12", "", "", "12 Junij"
"SRO4227", "1600-06-12", "", "", "12 Junij"
"SRO4228", "1600-06-21", "", "", "21 Junij 1600"
"SRO4229", "1600-06-25", "", "", "25 Junij"
"SRO4230", "1600-06-25", "", "", "25 Junij"
"SRO4231", "1600-06-26", "", "", "26. Junij 1600"
"SRO4232", "1600-06-26", "", "", "26. Junij 1600"
"SRO4234", "1600-06-28", "", "", "28 Junij 1600"
"SRO4235", "1600-06-30", "", "", "30 Junij"
"SRO4236", "1600-07-14", "", "", "14 Julij"
"SRO4237", "1600-07-15", "", "", "15 Julij 1600"
"SRO4238", "1600-07-17", "", "", "17 Julij"
"SRO4239", "1600-07-18", "", "", "18 Julij"
"SRO4240", "1600-07-24", "", "", "24 Julij"
"SRO4241", "1600-08-04", "", "", "4to Augusti 1600"
"SRO4242", "1600-08-04", "", "", "4to Augusti 1600"
"SRO4243", "1600-08-11", "", "", "11 Augusti"
"SRO4244", "1600-08-11", "", "", "11 Augusti"
"SRO4245", "", "1600-08-11", "1600-08-14", "11–14 August 1600"
"SRO4246", "1600-08-14", "", "", "14. Augusti 1600"
"SRO4247", "1600-08-14", "", "", "14. Augusti 1600"
"SRO4248", "1600-08-14", "", "", "14. Augusti 1600"
"SRO4250", "1600-08-21", "", "", "21. Augusti"
"SRO4251", "1600-08-21", "", "", "21. Augusti"
"SRO4252", "1600-08-22", "", "", "22 Augusti 1600"
"SRO4253", "1600-08-23", "", "", "23 Augusti"
"SRO4254", "1600-08-28", "", "", "28 Augusti"
"SRO4255", "1600-09-01", "", "", "primo Septembris"
"SRO4256", "1600-09-01", "", "", ".j. Septembris"
"SRO4257", "1600-09-01", "", "", ".j. Septembris"
"SRO4258", "1600-09-01", "", "", ".j. Septembris"
"SRO4259", "1600-09-02", "", "", ".2. Septembris 1600"
"SRO4260", "1600-09-02", "", "", ".2. Septembris 1600"
"SRO4261", "1600-09-04", "", "", "4to Septembris"
"SRO4262", "1600-09-04", "", "", "4 Septembris"
"SRO4263", "1600-09-08", "", "", "8 Septembris 1600"
"SRO4264", "1600-09-08", "", "", "8 Septembris 1600"
"SRO4265", "1600-09-17", "", "", "17. Septembris"
"SRO4266", "1600-09-18", "", "", ".18. Septembris"
"SRO4267", "1600-09-11", "", "", "xjmo Septembris"
"SRO4268", "1600-10-02", "", "", ".2. octobris 1600"
"SRO4269", "1600-10-02", "", "", ".2. octobris 1600"
"SRO4270", "1600-10-06", "", "", ".6. Octobris"
"SRO4271", "1600-10-06", "", "", ".6. Octobris"
"SRO4272", "1600-10-07", "", "", "7. Octobris"
"SRO4273", "1600-10-08", "", "", "8. octobris"
"SRO4274", "1600-10-10", "", "", "10 Octobris 1600"
"SRO4275", "1600-10-13", "", "", "13 Octobris"
"SRO4276", "1600-10-16", "", "", "16. Octobris"
"SRO4277", "1600-10-21", "", "", "21. Octobris"
"SRO4278", "1600-10-23", "", "", ".23. Octobris"
"SRO4279", "1600-10-23", "", "", ".23. Octobris"
"SRO4280", "1600-10-28", "", "", "28 octobris 1600"
"SRO4281", "1600-10-28", "", "", "28 octobris 1600"
"SRO4282", "1600-11-03", "", "", "3 novembris"
"SRO4283", "1600-11-13", "", "", "13 Novembris"
"SRO4284", "1600-11-13", "", "", "13 Novembris"
"SRO4285", "1600-11-13", "", "", "13 Novembris"
"SRO4286", "1600-11-25", "", "", "25. Novembris1600"
"SRO4287", "1600-11-25", "", "", "25 Novembris"
"SRO4288", "1600-12-01", "", "", "jo Decembris"
"SRO4289", "1600-12-01", "", "", "jo Decembris"
"SRO4290", "1600-12-01", "", "", "jo Decembris"
"SRO4291", "1600-12-04", "", "", "4to Decembris"
"SRO4292", "1600-12-08", "", "", "8 Decembris 1600"
"SRO4293", "1601-01-02", "", "", "2o Januarij 1601"
"SRO4294", "1601-01-04", "", "", "4. Januarij"
"SRO4295", "1601-01-07", "", "", "7 Januarij"
"SRO4296", "1601-01-11", "", "", "11. Januarij 1601"
"SRO4297", "1601-01-11", "", "", "11. Januarij 1601"
"SRO4298", "1601-01-13", "", "", "13. Januarij"
"SRO4299", "1601-01-16", "", "", "16 Januarij"
"SRO4300", "1601-01-16", "", "", "16 Januarij"
"SRO4301", "1601-01-16", "", "", "16 Januarij"
"SRO4302", "1601-01-19", "", "", "19 Januarij 1601"
"SRO4303", "1601-01-22", "", "", "22 Januarij"
"SRO4304", "1601-01-26", "", "", "xxvjo Januarij"
"SRO4305", "1601-01-27", "", "", "xxvijo Januarij 1601"
"SRO4306", "1601-02-18", "", "", "18 Februarij"
"SRO4307", "1601-02-21", "", "", "21 Februarij"
"SRO4308", "1601-03-01", "", "", "primo marcij"
"SRO4309", "1601-03-03", "", "", "3 marcij"
"SRO4310", "1601-03-07", "", "", "7 marcij"
"SRO4311", "1601-03-14", "", "", "14 marcij 1601"
"SRO4312", "1601-03-18", "", "", "18. Marcij"
"SRO4313", "1601-03-30", "", "", "30 marcij"
"SRO4314", "1601-03-30", "", "", "30 Marcij"
"SRO4315", "1601-04-06", "", "", "6 aprilis. 1601."
"SRO4316", "1601-04-06", "", "", "6 aprilis. 1601."
"SRO4317", "1601-04-12", "", "", "12 Aprilis"
"SRO4318", "1601-04-20", "", "", "/ 20 aprilis /"
"SRO4319", "1601-04-20", "", "", "20 Aprilis 1601"
"SRO4320", "1601-04-22", "", "", "22o Aprilis"
"SRO4321", "1601-04-23", "", "", "23o Aprilis"
"SRO4322", "1601-05-08", "", "", "8 maij"
"SRO4323", "1601-05-12", "", "", "12 maij"
"SRO4324", "1601-05-12", "", "", "12 maij"
"SRO4325", "1601-05-13", "", "", "1513 maij 1601"
"SRO4326", "1601-05-21", "", "", "21 Maij"
"SRO4327", "1601-05-22", "", "", "22 maij"
"SRO4328", "1601-05-23", "", "", "23 maij"
"SRO4329", "1601-05-23", "", "", "23 maij 1601"
"SRO4330", "1601-06-06", "", "", "6 Junij"
"SRO4331", "1601-06-12", "", "", "xijo Junij"
"SRO4332", "1601-06-16", "", "", "16 Junij"
"SRO4333", "1601-06-19", "", "", "19o Junij"
"SRO4334", "1601-06-19", "", "", "19o Junij"
"SRO4335", "1601-06-19", "", "", "19o Junij"
"SRO4336", "1601-06-22", "", "", "22 Junij 1601"
"SRO4337", "1601-06-25", "", "", "/ / 25to Junij / /"
"SRO4338", "1601-06-26", "", "", "26 Junij"
"SRO4339", "1601-07-03", "", "", "iijo Julij"
"SRO4340", "1601-07-03", "", "", "iijo Julij"
"SRO4341", "1601-07-07", "", "", "7 Julij 1601"
"SRO4342", "1601-07-11", "", "", "11. Julij"
"SRO4343", "1601-07-20", "", "", "20 Julij 1601"
"SRO4344", "1601-07-22", "", "", "22 Julij"
"SRO4345", "1601-07-23", "", "", "23o Julij"
"SRO4346", "1601-07-23", "", "", "23o Julij"
"SRO4347", "", "1601-07-23", "1601-08-03", "23 July–3 August 1601"
"SRO4348", "", "1601-07-23", "1601-08-03", "23 July–3 August 1601"
"SRO4349", "1601-08-03", "", "", "3 Augusti 1601"
"SRO4350", "1601-08-03", "", "", "3 Augusti 1601"
"SRO4351", "1601-08-03", "", "", "3 Augusti 1601"
"SRO4352", "1601-08-03", "", "", "3 Augusti 1601"
"SRO4353", "1601-08-03", "", "", "3 Augusti"
"SRO4354", "1601-08-03", "", "", "3 Augusti"
"SRO4355", "1601-08-05", "", "", "5to Augustij 1601"
"SRO4356", "1601-08-05", "", "", "5to Augustij 1601"
"SRO4357", "1601-08-07", "", "", "7o Augustij"
"SRO4358", "1601-08-11", "", "", "11 Augustij"
"SRO4359", "1601-08-14", "", "", "14. Augusti"
"SRO4360", "1601-08-14", "", "", "14. Augusti"
"SRO4361", "1601-08-23", "", "", "23o Augusti"
"SRO4362", "1601-08-23", "", "", "23o Augusti"
"SRO4363", "1601-08-23", "", "", "23o Augusti"
"SRO4364", "1601-09-09", "", "", "9 Septembris 1601"
"SRO4365", "1601-09-11", "", "", "11 Septembris"
"SRO4366", "1601-09-16", "", "", "16 Septembris"
"SRO4367", "1601-09-16", "", "", "16 Septembris"
"SRO4368", "1601-09-16", "", "", "16 Septembris"
"SRO4369", "1601-09-30", "", "", "vltimo Septembris 1601"
"SRO4370", "1601-10-01", "", "", "primo Septembris or rather Octobris"
"SRO4371", "1601-10-05", "", "", "5to octobris"
"SRO4372", "1601-10-05", "", "", "5to octobris"
"SRO4373", "1601-10-09", "", "", "9 Octobris"
"SRO4374", "1601-10-17", "", "", "17. Octobris"
"SRO4375", "1601-10-18", "", "", "18 Octobris"
"SRO4376", "1601-10-19", "", "", "19 octobris 1601"
"SRO4377", "1601-10-21", "", "", "21 Octobris"
"SRO4378", "1601-10-23", "", "", "23 octobris"
"SRO4379", "1601-10-24", "", "", "24o Octobris"
"SRO4380", "1601-10-27", "", "", "27 Octobris"
"SRO4381", "1601-11-02", "", "", "2 novembris"
"SRO4382", "1601-11-03", "", "", "3 Novembris 1601"
"SRO4383", "1601-11-04", "", "", "4to Novembris"
"SRO4384", "1601-11-06", "", "", "6o Novembris"
"SRO4385", "1601-11-07", "", "", "7o Novembris"
"SRO4386", "1601-11-07", "", "", "7o Novembris"
"SRO4387", "1601-11-09", "", "", "9o Nouembris"
"SRO4388", "1601-11-11", "", "", "11 Nouembris 1601"
"SRO4389", "1601-11-11", "", "", "11 Nouembris 1601"
"SRO4390", "1601-11-11", "", "", "11 Nouembris 1601"
"SRO4391", "1601-11-13", "", "", "13 Nouembris"
"SRO4392", "1601-11-18", "", "", "18 Nouembris 1601. 44to Reginae"
"SRO4393", "1601-11-19", "", "", "19o Nouembris"
"SRO4394", "1601-11-20", "", "", "20o Novembris"
"SRO4395", "1601-11-25", "", "", "25o Novembris 1601"
"SRO4396", "1601-12-01", "", "", "jo Novembris or rather Decembris"
"SRO4397", "1601-12-05", "", "", "5o Decembris"
"SRO4398", "1601-12-07", "", "", "7 Decembris"
"SRO4399", "1601-12-07", "", "", "7 decembris"
"SRO4400", "1601-12-08", "", "", "viijo Decembris 1601"
"SRO4401", "1601-12-10", "", "", "10 Decembris"
"SRO4402", "1601-12-16", "", "", "16 Decembris"
"SRO4403", "1601-12-16", "", "", "16 Decembris"
"SRO4404", "1601-12-16", "", "", "16 decembris"
"SRO4405", "1601-12-21", "", "", "21 decembris 1601"
"SRO4406", "1601-12-21", "", "", "21 decembris 1601"
"SRO4407", "1601-12-28", "", "", "28. decembris"
"SRO4408", "1601-12-31", "", "", "vltimo Decembris"
"SRO4409", "1601-12-31", "", "", "vltimo Decembris"
"SRO4410", "1602-01-04", "", "", "4to Januarij"
"SRO4411", "1602-01-04", "", "", "4to Januarij"
"SRO4412", "1602-01-08", "", "", "80 Januarij 1602"
"SRO4413", "1602-01-10", "", "", "xo Januarij"
"SRO4414", "1602-01-18", "", "", "18 Januarij"
"SRO4415", "1602-01-18", "", "", "18 Januarij"
"SRO4416", "1602-01-18", "", "", "18 Januarij"
"SRO4417", "1602-01-22", "", "", "22o Januarij"
"SRO4418", "1602-01", "", "", "vltimo Januarij 1602"
"SRO4419", "1602-01-31", "", "", "vltimo Januarij 1602"
"SRO4420", "1602-02-02", "", "", "2 Februarij"
"SRO4421", "1602-02-03", "", "", "3o Februarij"
"SRO4422", "1602-02-08", "", "", "viijo Februarij"
"SRO4423", "1602-02-11", "", "", "xjo Februarij"
"SRO4424", "1602-02-19", "", "", "xixo Februarij 1602"
"SRO4425", "1602-02-20", "", "", "xxo Februarij"
"SRO4426", "1602-02-24", "", "", "xxiiijo Februarij"
"SRO4427", "1602-02-25", "", "", "xxvto Februarij"
"SRO4428", "1602-03-01", "", "", "1 marcij"
"SRO4429", "1602-03-22", "", "", "22 marcij 1602"
"SRO4430", "1602-03-22", "", "", "22 marcij 1602"
"SRO4431", "1602-03-24", "", "", "24to marcij"
"SRO4432", "1602-03-30", "", "", "30 marcij"
"SRO4433", "1602-03-30", "", "", "30 marcij"
"SRO4434", "1602-03-30", "", "", "30 marcij"
"SRO4435", "1602-04-10", "", "", "10 Aprilis"
"SRO4436", "1602-04-10", "", "", "10 Aprilis"
"SRO4438", "1602-04-10", "", "", "10 Aprilis"
"SRO4439", "1602-04-13", "", "", "13 Aprilis 1602"
"SRO4440", "1602-04-14", "", "", "14to Aprilis"
"SRO4441", "1602-04-16", "", "", "16 Aprilis /"
"SRO4442", "1602-04-17", "", "", "17 Aprilis"
"SRO4443", "1602-04-19", "", "", "19 aprilis"
"SRO4444", "1602-04-19", "", "", "19 aprilis"
"SRO4445", "1602-04-19", "", "", "19 aprilis"
"SRO4446", "1602-04-19", "", "", "19 aprilis"
"SRO4447", "1602-04-19", "", "", "19 aprilis"
"SRO4448", "1602-04-19", "", "", "19 aprilis"
"SRO4449", "1602-04-19", "", "", "19 aprilis"
"SRO4450", "1602-04-27", "", "", "27 Aprilis 1602"
"SRO4451", "", "1602-04-27", "1602-05-06", "27 April–6 May 1602"
"SRO4452", "1602-05-06", "", "", "6 maij 1602"
"SRO4453", "1602-05-06", "", "", "6 maij 1602"
"SRO4454", "1602-05-08", "", "", "Octavo Die Maij"
"SRO4455", "1602-05-18", "", "", "xviijo Maij 1602"
"SRO4456", "1602-05-22", "", "", "22 Maij"
"SRO4457", "1602-05-28", "", "", "28 Maij"
"SRO4458", "1602-05-28", "", "", "28 Maij"
"SRO4459", "1602-06-04", "", "", "4to Junij"
"SRO4460", "1602-06-07", "", "", "7 Junij"
"SRO4461", "1602-06", "", "", "7 : Junij 1602"
"SRO4462", "1602-06-08", "", "", "8 Junij"
"SRO4463", "1602-06-10", "", "", "10th Junij. /"
"SRO4464", "1602-06-12", "", "", "12th Junij"
"SRO4465", "1602-06-13", "", "", "13 Junij 1602"
"SRO4466", "1602-06-18", "", "", "18 Junij"
"SRO4467", "1602-06-18", "", "", "18 Junij"
"SRO4468", "1602-06-19", "", "", "19o Junij"
"SRO4469", "1602-06-22", "", "", "22o Junij"
"SRO4470", "1602-06-26", "", "", "26 Junij 1602"
"SRO4471", "1602-06-28", "", "", "28 Junij"
"SRO4472", "1602-07-01", "", "", "primo die Julij"
"SRO4473", "1602-07-01", "", "", "primo die Julij"
"SRO4474", "1602-07-02", "", "", "2. Julij 1602"
"SRO4475", "1602-07-05", "", "", "5. Julij 1602"
"SRO4476", "1602-07-08", "", "", "8 Julij"
"SRO4477", "1602-07-12", "", "", "xij. Julij 1602"
"SRO4478", "1602-07-26", "", "", "xxvjto Julij"
"SRO4479", "1602-07-29", "", "", "xxixo Die Julij"
"SRO4480", "1602-08-02", "", "", "ijo Augustj"
"SRO4481", "1602-08-02", "", "", "ijo Augustj"
"SRO4482", "1602-08-02", "", "", "ijo Augustj"
"SRO4483", "1602-08-02", "", "", "ijo Augustj"
"SRO4484", "1602-08-02", "", "", "ijo Augustj"
"SRO4485", "1602-08-05", "", "", "5to Augusti 1602"
"SRO4486", "1602-08-05", "", "", "5to Augusti 1602"
"SRO4487", "1602-08-06", "", "", "6 Augustij"
"SRO4488", "1602-08-07", "", "", "7 Augusti 1602"
"SRO4489", "1602-08-11", "", "", "11o Augustj"
"SRO4490", "1602-08-12", "", "", "12. Augusti"
"SRO4491", "1602-08-20", "", "", "20o JAugusti"
"SRO4492", "1602-08-20", "", "", "20o./ Augusti"
"SRO4493", "1602-08-21", "", "", "21 Augusti"
"SRO4494", "1602-08-21", "", "", "21 Augusti"
"SRO4495", "1602-08-21", "", "", "21 Augusti"
"SRO4496", "1602-08-31", "", "", "vltimo Augusti 1602"
"SRO4497", "1602-09-01", "", "", "Primo Die Septembris"
"SRO4498", "1602-09-01", "", "", "Primo Die Septembris"
"SRO4499", "1602-09-03", "", "", "3. Septembris"
"SRO4500", "1602-09-05", "", "", "5to Septembris. 1602"
"SRO4501", "1602-09-06", "", "", "6 Septembris"
"SRO4502", "1602-09-15", "", "", "15 Septembris"
"SRO4503", "1602-09-28", "", "", "28 Septembris"
"SRO4504", "1602-09-20", "", "", "20o Die Septembris"
"SRO4505", "1602-09-20", "", "", "20o Die Septembris"
"SRO4506", "1602-09-23", "", "", "23 Septembris 1602"
"SRO4507", "1602-09-27", "", "", "27o Septembris"
"SRO4509", "1602-09-27", "", "", "27o Septembris"
"SRO4510", "1602-09-27", "", "", "27o Septembris"
"SRO4511", "1602-09-27", "", "", "27o Septembris"
"SRO4512", "1602-09-30", "", "", "vltimo Septembris 1602"
"SRO4513", "1602-10-04", "", "", "4to Octobris"
"SRO4514", "1602-10-08", "", "", "8 octobris"
"SRO4515", "1602-10-09", "", "", "9 Octobris"
"SRO4516", "1602-10-14", "", "", "14 octobris"
"SRO4517", "1602-10-14", "", "", "14 octobris"
"SRO4518", "1602-10-16", "", "", "16 Octobris 1602"
"SRO4519", "1602-10-19", "", "", "19 Octobris"
"SRO4520", "1602-10-27", "", "", "xxvijth October"
"SRO4521", "1602-10-27", "", "", "xxvijth of October"
"SRO4522", "1602-10-29", "", "", "29 octobris"
"SRO4523", "1602-11-02", "", "", "2 novembris"
"SRO4524", "1602-11-03", "", "", "3 Nouembris 1602"
"SRO4525", "1602-11-03", "", "", "3 Nouembris 1602"
"SRO4526", "1602-11-05", "", "", "5 Novembris"
"SRO4527", "1602-11-08", "", "", "8 novembris"
"SRO4528", "1602-11-09", "", "", "9 Novembris"
"SRO4529", "1602-11-12", "", "", "12 Novembris 1602"
"SRO4530", "1602-11-15", "", "", "15th November /"
"SRO4531", "1602-11-16", "", "", "16 Novembris"
"SRO4532", "1602-11-17", "", "", "17 Novembris 1602 45to Reginae"
"SRO4533", "1602-11-18", "", "", "18 Nouembris"
"SRO4534", "1602-11-20", "", "", "20 Novembris"
"SRO4535", "1602-11-23", "", "", "23 Novembris 1602"
"SRO4536", "1602-11-23", "", "", "23 Novembris"
"SRO4537", "1602-11-25", "", "", "25 Novembris"
"SRO4538", "1602-11-26", "", "", "26 Novembris"
"SRO4539", "1602-11-26", "", "", "26 Novembris"
"SRO4540", "1602-12-01", "", "", "Primo Decembris"
"SRO4541", "1602-12-01", "", "", "Primo Decembris"
"SRO4542", "1602-12-01", "", "", "Primo Decembris"
"SRO4543", "1602-12-05", "", "", "5to Decembris 1602"
"SRO4544", "1602-12-06", "", "", "6 Decembris"
"SRO4545", "1602-12-06", "", "", "6 Decembris"
"SRO4546", "1602-12-15", "", "", "15 Decembris"
